Date,USA_ADP,USA_BC,USA_BI,USA_BOT,USA_CCPI,USA_CCR,USA_CF,USA_CFNAI,USA_CHJC,USA_CINF,USA_CP,USA_CPI,USA_CPIC,USA_CPICM,USA_CU,USA_DFMI,USA_DUR,USA_DURET,USA_EARN,USA_EMPST,USA_EXPX,USA_EXVOL,USA_FBI,USA_FRET,USA_GBVL,USA_GPAY,USA_HI,USA_HRS,USA_IMPX,USA_IMVOL,USA_IP,USA_IPMOM,USA_JBO,USA_LEI,USA_LFPR,USA_MP,USA_MPAY,USA_NAHB,USA_NFIB,USA_NFP,USA_NLTTF,USA_NMPMI,USA_NPP,USA_PFED,USA_PHS,USA_PP,USA_PPIC,USA_RFMI,USA_RSEA,USA_RSM,USA_RSY,USA_TVS,USA_UNR,USA_WINV
20170531,174.0000,54.8000,0.2000,-45283.0000,251.1700,19.5000,9320.0000,0.5700,36602.0000,1.9000,59.4000,244.1580,2.2000,0.2000,76.7000,17.2000,-0.9000,-0.5000,0.2000,-1.0000,122.3000,191458.0000,24385.0000,0.2000,182428.0000,1.0000,0.7000,34.4000,123.4000,236741.0000,2.1000,1.1000,5785.0000,181.2174,62.9000,1.6000,11.0000,69.0000,104.5000,174.0000,59767.0000,57.5000,173.0000,38.8000,-3.7000,112.7000,2.5000,1.0000,0.4000,0.4000,4.6000,16.8800,4.4000,0.1000
20170630,253.0000,54.9000,-0.2000,-47617.0000,251.3290,8.2000,65766.0000,-0.2600,51692.0000,1.7000,65.7000,243.8460,1.9000,-0.1000,76.6000,15.0000,-1.1000,0.1000,0.2000,19.8000,121.7000,190975.0000,-22500.0000,0.0000,-88426.0000,-9.0000,0.7000,34.4000,122.4000,238592.0000,2.2000,0.0000,6044.0000,181.5501,62.7000,1.4000,-1.0000,67.0000,104.5000,138.0000,1836.0000,56.9000,147.0000,27.6000,-1.7000,112.7000,2.4000,7.0000,-0.3000,-0.3000,3.8000,16.6600,4.3000,-0.4000
20170731,191.0000,57.8000,0.3000,-46391.0000,251.6270,18.3000,54684.0000,0.1600,31105.0000,1.7000,58.9000,243.7900,1.6000,0.0000,76.6000,16.8000,6.4000,0.1000,0.2000,9.8000,121.6000,192021.0000,46367.0000,-0.1000,-90233.0000,37.0000,0.3000,34.5000,122.5000,238413.0000,2.1000,0.4000,5702.0000,181.7774,62.8000,1.3000,12.0000,64.0000,103.6000,231.0000,91926.0000,57.4000,187.0000,19.5000,0.5000,112.8000,2.0000,14.0000,0.1000,0.3000,3.4000,16.7000,4.4000,0.6000
20170831,201.0000,56.3000,0.5000,-43543.0000,251.9100,12.4000,7714.0000,-0.0100,28307.0000,1.7000,58.9000,244.0480,1.7000,0.1000,76.7000,17.0000,-6.8000,0.5000,0.3000,25.2000,122.1000,194946.0000,19732.0000,0.1000,-42939.0000,-13.0000,0.1000,34.5000,122.6000,238489.0000,2.2000,0.2000,6163.0000,182.2796,62.9000,1.2000,26.0000,68.0000,105.2000,189.0000,34420.0000,53.9000,202.0000,18.9000,-1.3000,112.7000,1.9000,14.0000,0.5000,0.6000,4.2000,16.7700,4.3000,0.6000
20171002,228.0000,58.8000,0.3000,-45162.0000,252.5400,17.7000,-8741.0000,-0.1600,33825.0000,1.7000,65.2000,245.0300,1.9000,0.4000,76.1000,21.3000,2.1000,0.8000,0.1000,24.4000,123.0000,193416.0000,-490.0000,0.5000,-107689.0000,24.0000,0.4000,34.4000,122.9000,238578.0000,1.5000,-0.5000,6140.0000,182.5039,62.9000,1.3000,44.0000,64.0000,105.3000,208.0000,1224.0000,55.3000,184.0000,23.8000,-2.8000,112.9000,2.4000,19.0000,0.5000,-0.1000,3.5000,16.1400,4.4000,0.6000
20171031,110.0000,60.8000,0.6000,-44306.0000,252.8600,13.1000,130160.0000,0.3600,32346.0000,1.7000,66.2000,246.3730,2.2000,0.5000,76.4000,27.6000,2.2000,1.1000,0.5000,30.2000,123.9000,193749.0000,17477.0000,0.6000,8034.0000,3.0000,0.8000,34.4000,123.9000,238054.0000,2.1000,0.4000,6090.0000,182.7002,63.1000,1.4000,6.0000,68.0000,103.0000,18.0000,73185.0000,59.8000,15.0000,27.9000,-3.9000,113.4000,2.6000,12.0000,1.2000,1.9000,4.8000,18.5700,4.2000,0.8000
20171130,235.0000,58.7000,0.0000,-44890.0000,253.4280,20.8300,-51336.0000,0.6500,29831.0000,1.8000,63.9000,246.6390,2.0000,0.1000,77.0000,19.4000,-1.2000,0.4000,0.0000,19.4000,123.9000,195928.0000,12735.0000,1.1000,-63214.0000,9.0000,0.3000,34.4000,124.2000,240817.0000,2.9000,0.9000,6093.0000,183.5252,62.7000,2.5000,24.0000,70.0000,103.8000,261.0000,80913.0000,60.1000,252.0000,22.7000,-0.6000,113.9000,2.8000,30.0000,0.1000,0.2000,4.6000,18.1000,4.1000,0.1000
20180101,185.0000,58.2000,-0.1000,-48914.0000,253.7240,20.5000,151151.0000,0.1500,35038.0000,1.7000,67.6000,247.5920,2.2000,0.4000,77.1000,29.7000,1.3000,-0.1000,0.1000,18.0000,124.6000,195782.0000,-22144.0000,1.2000,-138547.0000,13.0000,0.5000,34.5000,125.1000,244696.0000,3.4000,0.2000,5925.0000,184.1167,62.7000,2.4000,31.0000,74.0000,107.5000,252.0000,23242.0000,57.4000,239.0000,26.2000,0.8000,114.4000,3.1000,20.0000,1.0000,0.8000,5.8000,17.4800,4.1000,-0.4000
20180131,242.0000,59.3000,0.4000,-50435.0000,254.4260,28.0000,33802.0000,0.2700,32423.0000,1.8000,65.7000,247.9630,2.1000,0.1000,77.9000,33.4000,2.9000,0.6000,0.4000,17.7000,124.5000,199806.0000,-18825.0000,1.1000,-23190.0000,-6.0000,0.4000,34.5000,125.2000,250241.0000,3.6000,0.9000,5978.0000,184.1579,62.7000,2.4000,21.0000,72.0000,104.9000,160.0000,57523.0000,56.0000,166.0000,22.2000,0.5000,114.3000,2.6000,14.0000,0.4000,0.4000,5.4000,17.9000,4.1000,0.7000
20180228,234.0000,59.1000,0.4000,-53118.0000,255.2870,18.5000,-119272.0000,0.1200,44653.0000,1.8000,61.9000,249.2450,2.1000,0.5000,77.5000,37.2000,-3.7000,-0.3000,0.3000,13.1000,125.7000,203351.0000,-15960.0000,0.9000,49236.0000,4.0000,0.3000,34.3000,126.7000,256469.0000,3.7000,-0.1000,5811.0000,122.0402,62.7000,1.8000,15.0000,72.0000,106.9000,200.0000,27318.0000,59.9000,196.0000,25.8000,-3.8000,114.9000,2.7000,28.0000,0.0000,-0.3000,3.6000,17.1600,4.1000,0.6000
20180402,246.0000,60.8000,0.6000,-56665.0000,255.7500,15.6000,119674.0000,0.8800,35369.0000,1.8000,57.4000,249.6190,2.2000,0.2000,78.1000,21.4000,3.1000,1.2000,0.1000,22.5000,125.9000,200948.0000,8350.0000,0.4000,-215248.0000,6.0000,0.8000,34.5000,126.9000,257612.0000,4.4000,1.1000,6228.0000,122.3386,63.0000,2.5000,32.0000,70.0000,107.6000,326.0000,62081.0000,59.5000,320.0000,22.3000,-4.1000,115.1000,2.8000,15.0000,0.2000,-0.1000,4.0000,17.0800,4.1000,0.9000
20180430,198.0000,59.3000,0.6000,-54963.0000,256.2000,10.9700,52772.0000,0.2600,60357.0000,2.1000,57.6000,249.4620,2.4000,-0.1000,77.4819,21.8000,2.7000,0.5000,0.2000,15.8000,126.3000,205451.0000,43186.0000,0.3000,-208743.0000,2.0000,1.0000,34.5000,126.5000,260414.0000,3.6000,0.5000,6074.0000,122.3870,62.9000,2.5000,21.0000,68.0000,104.7000,155.0000,49040.0000,58.8000,153.0000,23.2000,-2.8000,115.3000,3.0000,2.0000,0.4000,0.7000,5.1000,17.2800,4.1000,0.8000
20180531,170.0000,57.3000,-0.1000,-46693.0000,256.4500,8.7300,-42133.0000,0.5300,36081.0000,2.1000,62.7000,250.0130,2.5000,0.2000,78.2223,26.8000,-1.0000,1.9000,0.2000,20.1000,126.9000,209971.0000,-4923.0000,0.5000,214255.0000,1.0000,0.1000,34.5000,127.1000,256663.0000,3.8000,1.1000,6638.0000,122.7623,62.8000,2.0000,28.0000,70.0000,104.8000,175.0000,64871.0000,56.8000,174.0000,34.4000,-2.1000,115.5000,2.6000,17.0000,0.4000,0.3000,4.8000,17.1300,3.9000,0.2000
20180702,196.0000,58.7000,0.3000,-45512.0000,256.8890,8.5700,236345.0000,-0.4900,31517.0000,2.2000,64.1000,250.5350,2.8000,0.2000,77.5000,36.5000,-0.3000,0.3000,0.3000,25.0000,127.8000,210527.0000,-4776.0000,0.9000,-146796.0000,8.0000,0.4000,34.5000,128.2000,256039.0000,3.0000,-0.8000,6840.0000,123.0945,62.7000,1.4000,23.0000,68.0000,107.8000,268.0000,93992.0000,58.6000,260.0000,19.9000,-2.2000,116.1000,3.1000,21.0000,1.4000,1.2000,6.4000,17.1900,3.8000,0.1000
20180731,178.0000,60.2000,0.3000,-42561.0000,257.3050,22.2300,70152.0000,0.3700,37202.0000,2.3000,65.5000,250.8570,2.9000,0.1000,77.7644,32.3000,0.9000,0.1000,0.2000,22.6000,128.0000,214668.0000,26699.0000,0.8000,-74858.0000,16.0000,0.4000,34.6000,128.2000,257229.0000,3.6000,0.6000,6659.0000,123.2466,62.9000,2.0000,21.0000,68.0000,107.2000,208.0000,45511.0000,59.1000,192.0000,25.7000,-2.4000,116.4000,3.4000,20.0000,0.3000,0.2000,6.1000,17.2400,4.0000,0.3000
20180831,211.0000,58.1000,0.1000,-45739.0000,257.9300,5.4700,267635.0000,0.1800,27122.0000,2.4000,63.6000,251.2860,2.9000,0.2000,77.9009,30.9000,-1.2000,0.2000,0.3000,25.6000,127.4000,213195.0000,-48573.0000,0.4000,-76865.0000,28.0000,0.3000,34.5000,128.1000,258934.0000,4.1000,0.4000,6822.0000,123.6134,62.9000,2.7000,22.0000,67.0000,107.9000,165.0000,-36459.0000,55.7000,137.0000,11.9000,-2.4000,116.4000,3.3000,24.0000,0.8000,0.6000,6.6000,16.7700,3.9000,0.1000
20181001,162.0000,61.3000,0.7000,-50037.0000,258.1410,17.4500,42677.0000,0.2700,38472.0000,2.2000,60.4000,251.8460,2.7000,0.2000,78.5000,28.1000,4.6000,0.3000,0.4000,19.0000,127.3000,211104.0000,18938.0000,0.1000,-214148.0000,19.0000,0.4000,34.4000,127.6000,261141.0000,5.4000,0.8000,7077.0000,123.8851,62.7000,3.3000,11.0000,67.0000,108.8000,286.0000,66658.0000,58.5000,267.0000,22.9000,-2.4000,116.3000,2.8000,29.0000,0.1000,-0.1000,6.4000,16.7200,3.9000,0.6000
20181031,218.0000,59.8000,0.5000,-53309.0000,258.4410,22.8800,108188.0000,0.1700,55285.0000,2.2000,58.4000,251.9940,2.3000,0.1000,78.5000,29.4000,0.8000,0.1000,0.3000,21.1000,127.3000,209445.0000,63131.0000,0.4000,119116.0000,-3.0000,0.3000,34.5000,127.8000,262754.0000,5.6000,0.2000,7293.0000,124.2629,62.7000,3.8000,18.0000,68.0000,107.9000,118.0000,131823.0000,61.6000,121.0000,22.2000,-1.0000,116.5000,2.6000,15.0000,-0.1000,-0.1000,4.2000,17.4400,3.7000,0.9000
