Date,USA_ADP,USA_BC,USA_BI,USA_BOT,USA_CCPI,USA_CCR,USA_CF,USA_CFNAI,USA_CHJC,USA_CINF,USA_CP,USA_CPI,USA_CPIC,USA_CPICM,USA_CU,USA_DFMI,USA_DUR,USA_DURET,USA_EARN,USA_EMPST,USA_EXPX,USA_EXVOL,USA_FBI,USA_FRET,USA_GBVL,USA_GPAY,USA_HI,USA_HRS,USA_IMPX,USA_IMVOL,USA_IP,USA_IPMOM,USA_JBO,USA_LEI,USA_LFPR,USA_MP,USA_MPAY,USA_NAHB,USA_NFIB,USA_NFP,USA_NLTTF,USA_NMPMI,USA_NPP,USA_PFED,USA_PHS,USA_PP,USA_PPIC,USA_RFMI,USA_RSEA,USA_RSM,USA_RSY,USA_TVS,USA_UNR,USA_WINV
20130731,255.0000,52.6000,-0.1000,-42839.0000,233.3650,16.3000,62099.0000,-0.1700,39372.0000,1.6000,52.1000,232.3740,1.8000,0.2000,76.8475,2.8000,3.6000,-1.2000,0.4000,4.3000,132.8000,188438.0000,11014.0000,1.1000,116501.0000,-17.0000,0.7000,34.5000,138.8000,231277.0000,1.8000,0.2000,3873.0000,162.6342,63.4000,1.0000,0.0000,56.0000,93.5000,162.0000,-25215.0000,54.0000,179.0000,15.9000,11.0000,109.0000,2.2800,-1.0000,0.0000,0.4000,5.1000,15.7200,7.6000,-0.6000
20130902,165.0000,54.0000,0.1000,-35965.0000,233.8650,11.7000,-35253.0000,-0.8000,37701.0000,1.7000,53.7000,232.8890,2.0000,0.2000,76.3664,5.6000,-9.7000,-0.3000,0.0000,10.7000,132.6000,191198.0000,-40825.0000,-1.2000,-97597.0000,-24.0000,0.7000,34.4000,138.9000,227163.0000,0.9000,-0.6000,3924.0000,163.0748,63.3000,0.1000,-23.0000,58.0000,94.1000,122.0000,-67265.0000,54.9000,146.0000,8.4000,5.1000,109.3000,2.0700,8.0000,0.5000,0.5000,5.1000,15.7700,7.4000,0.1000
20130930,194.0000,55.3000,0.4000,-37670.0000,234.3120,14.7000,43679.0000,0.5000,50462.0000,1.8000,56.8000,233.3230,1.5000,0.2000,76.8914,11.6000,2.0000,-0.6000,0.2000,8.2000,131.9000,190614.0000,24698.0000,1.2000,-147905.0000,19.0000,0.6000,34.5000,139.4000,228284.0000,2.2000,0.7000,3896.0000,163.5068,63.2000,1.2000,36.0000,57.0000,94.1000,261.0000,21461.0000,56.7000,242.0000,19.2000,4.7000,109.3000,1.3800,-1.0000,-0.2000,-0.2000,3.8000,15.7500,7.3000,0.2000
20131031,236.0000,55.4000,0.4000,-38083.0000,234.6580,16.5000,-20414.0000,0.2000,40289.0000,1.7000,62.1000,233.6320,1.2000,0.1000,77.2245,2.1000,3.9000,0.3000,0.2000,5.3000,132.4000,190719.0000,-14329.0000,-0.3000,75114.0000,6.0000,0.5000,34.4000,139.8000,228802.0000,2.5000,0.5000,3968.0000,163.9336,63.2000,1.3000,17.0000,54.0000,93.9000,190.0000,-13335.0000,53.6000,184.0000,12.9000,0.7000,109.4000,0.3100,0.0000,0.5000,0.1000,3.0000,15.4700,7.2000,0.8000
20131202,170.0000,55.4000,0.6000,-41317.0000,234.8920,17.4000,-107546.0000,-0.0900,45730.0000,1.7000,62.3000,233.7180,1.0000,0.0000,77.1443,0.2000,-1.9000,0.2000,0.1000,2.2000,131.6000,190791.0000,28580.0000,-0.1000,-90584.0000,-2.0000,0.5000,34.4000,138.9000,232108.0000,2.2000,-0.1000,3959.0000,164.3618,62.8000,1.6000,21.0000,54.0000,91.6000,212.0000,32331.0000,54.4000,214.0000,4.4000,-1.7000,109.6000,0.3100,9.0000,0.2000,0.5000,3.5000,15.4700,7.3000,0.5000
20131231,192.0000,56.2000,0.8000,-37801.0000,235.3280,17.9000,176683.0000,0.3800,45314.0000,1.7000,59.9000,234.1210,1.2000,0.2000,77.3633,3.4000,5.4000,2.4000,0.2000,2.5000,131.8000,194342.0000,30933.0000,0.0000,-135226.0000,8.0000,0.4000,34.5000,137.7000,232143.0000,2.0000,0.3000,4105.0000,164.7895,63.0000,0.8000,22.0000,57.0000,92.5000,258.0000,25667.0000,53.7000,250.0000,3.2000,-2.0000,109.7000,0.7200,11.0000,0.2000,0.3000,3.4000,16.2100,7.0000,1.1000
20140131,166.0000,56.0000,0.4000,-34851.0000,235.7350,10.4000,-1126.0000,-0.1700,30623.0000,1.7000,58.6000,234.7230,1.5000,0.3000,77.4523,5.7000,-3.3000,-1.8000,0.1000,12.3000,132.3000,195830.0000,-123.0000,1.1000,53220.0000,-26.0000,0.1000,34.3000,137.8000,230681.0000,1.9000,0.2000,3837.0000,165.2209,62.8000,0.1000,7.0000,56.0000,93.9000,47.0000,-28067.0000,52.9000,73.0000,14.9000,-6.0000,109.8000,1.2400,6.0000,0.7000,0.4000,3.3000,15.5000,6.7000,0.9000
20140228,236.0000,52.4000,0.5000,-34813.0000,236.0190,15.2000,-149546.0000,-0.8000,45107.0000,1.6000,61.3000,235.3850,1.6000,0.3000,77.0327,2.1000,-3.2000,2.0000,0.1000,6.1000,132.7000,194591.0000,16853.0000,0.2000,-10250.0000,-14.0000,0.5000,34.4000,138.3000,229405.0000,1.5000,-0.5000,3742.0000,165.6739,63.0000,-0.7000,5.0000,46.0000,94.1000,190.0000,-48037.0000,54.7000,204.0000,3.3000,-8.0000,110.1000,1.2000,-1.0000,-0.4000,-0.9000,1.7000,15.3900,6.6000,0.4000
20140331,191.0000,54.8000,0.4000,-38834.0000,236.2300,15.2000,95105.0000,0.5400,41835.0000,1.6000,60.9000,235.6720,1.1000,0.1000,77.5956,7.1000,3.4000,0.4000,0.4000,3.6000,133.7000,194756.0000,-4587.0000,0.6000,-193532.0000,12.0000,0.6000,34.4000,139.8000,233590.0000,1.8000,0.8000,3980.0000,166.1530,63.0000,-0.2000,22.0000,46.0000,91.4000,151.0000,3729.0000,53.1000,139.0000,13.4000,-9.2000,110.3000,0.9000,-2.0000,1.0000,1.3000,1.9000,15.5900,6.7000,0.5000
20140430,213.0000,55.0000,0.5000,-40825.0000,236.6370,15.5000,159781.0000,0.5400,34399.0000,1.7000,63.6000,235.9780,1.5000,0.1000,78.1222,14.6000,2.2000,1.8000,0.0000,3.5000,134.9000,193829.0000,90455.0000,0.5000,-36895.0000,11.0000,0.4000,34.5000,140.5000,234654.0000,2.4000,0.8000,4101.0000,166.6547,63.2000,0.8000,15.0000,46.0000,93.4000,272.0000,88340.0000,54.1000,261.0000,17.5000,-9.0000,110.6000,1.4000,7.0000,0.7000,1.2000,4.2000,16.5200,6.7000,0.6000
20140602,330.0000,55.3000,0.4000,-40855.0000,237.0810,17.8000,-100943.0000,0.1300,40298.0000,1.8000,66.1000,236.4710,2.0000,0.2000,78.1492,10.5000,1.0000,-1.2000,0.0000,16.3000,133.5000,198000.0000,29854.0000,-0.1000,106853.0000,30.0000,0.4000,34.5000,139.7000,238855.0000,2.6000,0.1000,4167.0000,167.1823,62.8000,1.2000,17.0000,45.0000,95.2000,329.0000,-43738.0000,55.2000,299.0000,19.3000,-9.2000,110.8000,2.1000,7.0000,0.7000,0.8000,4.8000,16.3000,6.3000,0.9000
20140630,225.0000,55.5000,0.6000,-44019.0000,237.5840,26.7000,143302.0000,0.1400,52961.0000,2.0000,63.1000,236.8320,2.1000,0.2000,78.3555,11.4000,-2.2000,0.3000,0.2000,16.4000,133.7000,197463.0000,-10589.0000,-0.4000,-129971.0000,-6.0000,0.3000,34.5000,140.1000,241483.0000,3.0000,0.4000,4569.0000,167.7117,62.8000,1.2000,8.0000,49.0000,96.6000,246.0000,-38218.0000,56.8000,252.0000,14.3000,-6.2000,111.0000,2.0000,4.0000,0.2000,0.2000,4.8000,16.7000,6.3000,0.9000
20140731,235.0000,55.4000,0.5000,-41075.0000,237.8380,19.3000,43235.0000,0.3000,31434.0000,1.9000,51.8000,237.0290,2.1000,0.1000,78.5832,11.4000,2.1000,2.6000,0.3000,19.5000,133.0000,199767.0000,28031.0000,-0.3000,70519.0000,45.0000,0.3000,34.5000,140.5000,240841.0000,3.2000,0.4000,4594.0000,168.2333,62.8000,1.4000,21.0000,53.0000,95.0000,304.0000,19411.0000,56.6000,259.0000,20.7000,-7.1000,111.0000,1.9000,8.0000,0.4000,0.3000,4.7000,16.7800,6.1000,0.3000
20140901,275.0000,55.6000,0.4000,-40740.0000,238.1970,18.4000,-147079.0000,0.2700,46887.0000,1.9000,63.2000,237.4240,2.0000,0.2000,78.5045,7.0000,23.0000,-2.1000,0.0000,17.6000,133.1000,198682.0000,-20766.0000,1.2000,-94621.0000,-24.0000,0.4000,34.5000,140.1000,239422.0000,3.9000,0.1000,4680.0000,168.7727,62.9000,2.8000,13.0000,55.0000,95.7000,202.0000,-19422.0000,57.0000,226.0000,23.0000,-3.1000,111.4000,1.7000,10.0000,-0.2000,0.0000,4.2000,16.5300,6.2000,0.2000
20140930,156.0000,57.9000,0.4000,-39287.0000,238.3800,21.5000,70854.0000,-0.1700,40010.0000,1.7000,61.0000,237.2560,1.7000,-0.1000,78.3373,9.6000,-18.4000,1.8000,0.3000,30.2000,132.4000,199760.0000,-828.0000,-1.7000,-128677.0000,-8.0000,0.4000,34.5000,139.0000,239047.0000,3.1000,0.0000,4648.0000,169.3390,62.9000,1.5000,24.0000,59.0000,96.1000,230.0000,-18646.0000,58.2000,238.0000,20.4000,-2.0000,111.3000,1.8000,15.0000,0.6000,0.7000,5.2000,17.3200,6.1000,0.2000
20141031,253.0000,55.9000,0.1000,-38441.0000,238.7290,16.1000,67334.0000,0.1400,30477.0000,1.7000,60.9000,237.4860,1.7000,0.1000,78.4442,9.0000,-1.2000,0.8000,0.0000,8.4000,131.9000,200088.0000,25704.0000,0.8000,105803.0000,43.0000,0.5000,34.5000,137.9000,238529.0000,3.0000,0.4000,5026.0000,169.9151,62.7000,1.5000,17.0000,54.0000,95.3000,280.0000,52068.0000,57.6000,237.0000,17.7000,1.2000,111.1000,1.6000,15.0000,0.0000,-0.2000,4.8000,16.5200,5.9000,0.7000
20141201,200.0000,57.4000,0.3000,-41687.0000,239.1470,18.1000,-74548.0000,0.2300,51183.0000,1.8000,60.2000,237.5060,1.7000,0.0000,78.3125,8.7000,-0.8000,-2.8000,0.1000,12.0000,130.7000,197974.0000,48139.0000,0.1000,-121713.0000,13.0000,0.2000,34.6000,136.0000,239661.0000,3.1000,0.1000,4625.0000,170.4830,62.8000,1.4000,27.0000,58.0000,96.1000,227.0000,160371.0000,56.1000,214.0000,34.8000,2.7000,111.3000,1.5000,4.0000,0.4000,0.4000,4.8000,16.5800,5.8000,0.2000
20141231,241.0000,57.6000,0.2000,-41024.0000,239.3730,16.3000,183914.0000,0.5200,35940.0000,1.7000,57.7000,237.1180,1.3000,-0.2000,78.8944,2.9000,-1.7000,-1.5000,0.4000,-3.4000,129.5000,200236.0000,539.0000,-1.9000,-56818.0000,10.0000,0.5000,34.6000,133.5000,241260.0000,3.8000,1.0000,4906.0000,171.0262,62.9000,2.4000,23.0000,58.0000,98.1000,312.0000,-1353.0000,58.8000,302.0000,20.3000,4.7000,111.1000,1.4000,6.0000,0.2000,0.4000,4.8000,17.1300,5.8000,0.5000
20150202,284.0000,54.9000,0.2000,-39640.0000,239.5530,16.6000,1390.0000,0.0700,32640.0000,1.6000,58.4000,236.2900,0.8000,-0.3000,78.5767,-3.7000,-1.5000,1.2000,-0.3000,11.8000,128.3000,198567.0000,-4833.0000,-1.3000,1864.0000,15.0000,0.6000,34.6000,130.1000,238207.0000,3.5000,-0.2000,4684.0000,171.5399,62.7000,2.2000,16.0000,57.0000,100.4000,255.0000,33526.0000,56.3000,240.0000,12.5000,7.6000,110.8000,1.1000,5.0000,-0.9000,-0.8000,3.6000,16.9200,5.6000,1.1000
20150302,212.0000,54.3000,0.0000,-43749.0000,239.9100,16.9000,-188010.0000,-0.2100,53041.0000,1.6000,48.1000,234.9130,-0.1000,-0.6000,77.9947,-11.6000,1.8000,-1.2000,0.6000,9.6000,126.1000,197455.0000,-15602.0000,-1.2000,-17546.0000,7.0000,0.7000,34.6000,126.0000,241205.0000,3.4000,-0.5000,4795.0000,172.0198,62.9000,3.0000,8.0000,55.0000,97.9000,234.0000,39194.0000,57.2000,227.0000,12.5000,8.1000,110.1000,0.0000,2.0000,-0.9000,-0.5000,4.0000,16.7200,5.7000,0.2000
20150331,214.0000,53.5000,0.0000,-42057.0000,240.2360,10.2000,34847.0000,-0.4600,50579.0000,1.7000,48.9000,235.4890,0.0000,0.2000,77.7151,-17.7000,-3.4000,-0.7000,0.2000,4.5000,125.9000,191968.0000,-54987.0000,-2.5000,-192350.0000,16.0000,0.2000,34.6000,125.5000,234024.0000,2.5000,-0.1000,5104.0000,172.4778,62.8000,1.5000,7.0000,52.0000,98.0000,238.0000,-10925.0000,57.9000,222.0000,8.6000,12.9000,109.6000,-0.5000,-2.0000,0.0000,-0.5000,2.1000,16.4000,5.5000,0.1000
20150430,187.0000,52.3000,0.2000,-36268.0000,240.7830,15.2000,25252.0000,-0.1000,36594.0000,1.8000,53.6000,235.9890,-0.1000,0.2000,77.2902,-16.0000,6.1000,0.9000,0.3000,-0.8000,125.9000,189852.0000,-6149.0000,0.5000,-52918.0000,-11.0000,0.8000,34.5000,125.3000,226121.0000,1.4000,-0.3000,5124.0000,172.9293,62.7000,1.0000,13.0000,56.0000,95.2000,86.0000,19691.0000,57.3000,97.0000,10.4000,11.5000,109.6000,-0.9000,-6.0000,0.9000,1.6000,2.5000,17.1400,5.5000,0.6000
20150601,179.0000,51.5000,0.1000,-48189.0000,241.3660,21.4000,-149300.0000,0.1300,61582.0000,1.8000,49.6000,236.2010,-0.2000,0.1000,76.9476,-20.9000,-1.5000,-0.3000,0.2000,2.3000,125.1000,190448.0000,8037.0000,0.0000,156709.0000,27.0000,0.3000,34.5000,125.1000,238637.0000,1.0000,-0.2000,5125.0000,173.3734,62.7000,1.2000,2.0000,54.0000,96.9000,262.0000,4875.0000,57.5000,235.0000,8.2000,12.4000,109.6000,-1.1000,2.0000,0.0000,0.0000,1.7000,16.7500,5.4000,0.3000
20150630,234.0000,52.8000,0.4000,-40885.0000,241.6620,21.4000,111788.0000,-0.3000,41034.0000,1.7000,48.4000,236.8910,0.0000,0.3000,76.6165,-7.3000,-3.4000,-1.1000,0.2000,-4.1000,125.7000,191675.0000,6441.0000,0.0000,-84068.0000,20.0000,0.5000,34.5000,126.5000,232560.0000,0.4000,-0.2000,5632.0000,173.8146,62.8000,0.9000,16.0000,60.0000,98.3000,344.0000,58067.0000,56.6000,324.0000,8.1000,9.9000,110.1000,-0.8000,7.0000,0.8000,0.9000,2.4000,17.7000,5.5000,0.1000
20150731,255.0000,53.0000,0.3000,-40170.0000,242.0210,16.5200,127474.0000,-0.0800,44842.0000,1.8000,52.5000,237.4190,0.1000,0.2000,76.3629,-4.9000,5.0000,2.5000,0.0000,0.1000,125.3000,190361.0000,53358.0000,-0.5000,50487.0000,11.0000,0.5000,34.5000,126.6000,230531.0000,-0.2000,-0.2000,5421.0000,174.2662,62.6000,0.3000,1.0000,60.0000,94.1000,206.0000,95634.0000,56.0000,195.0000,2.9000,8.2000,110.4000,-0.5000,10.0000,0.2000,0.1000,2.1000,17.0000,5.3000,0.6000
20150831,256.0000,51.7000,0.7000,-42973.0000,242.4800,27.0200,-116712.0000,0.3600,105696.0000,1.8000,53.1000,237.8760,0.2000,0.2000,76.6989,-16.3000,0.9000,-1.4000,0.3000,-12.0000,124.8000,190347.0000,72010.0000,1.5000,-149187.0000,15.0000,0.2000,34.5000,125.4000,233320.0000,0.3000,0.6000,5189.0000,174.7257,62.6000,0.6000,14.0000,61.0000,95.4000,254.0000,105297.0000,59.0000,239.0000,5.4000,7.1000,110.5000,-0.7000,1.0000,0.7000,0.5000,2.7000,17.5800,5.3000,0.6000
20150930,132.0000,51.0000,0.0000,-39900.0000,242.7540,18.9400,146495.0000,-0.3000,41186.0000,1.8000,47.9000,237.8110,0.2000,0.0000,76.6813,-10.3000,-2.9000,-0.4000,0.4000,-12.2000,123.0000,190106.0000,-28717.0000,-1.7000,-64421.0000,42.0000,0.5000,34.6000,123.2000,230006.0000,0.4000,0.1000,5891.0000,175.1786,62.6000,0.9000,-5.0000,61.0000,95.9000,157.0000,10407.0000,58.6000,115.0000,-4.8000,6.0000,110.3000,-1.0000,-3.0000,0.0000,0.1000,2.1000,17.7900,5.1000,-0.2000
20151102,179.0000,50.1000,0.1000,-44639.0000,243.2490,16.0400,-12946.0000,-0.2400,58877.0000,1.9000,53.5000,237.4670,0.0000,-0.1000,76.4117,-13.8000,-2.7000,-0.4000,0.1000,-10.4000,122.3000,186620.0000,-34966.0000,-1.2000,91064.0000,-16.0000,0.3000,34.5000,121.9000,231259.0000,-0.3000,-0.3000,5445.0000,175.6309,62.4000,0.5000,-1.0000,65.0000,96.1000,100.0000,13845.0000,56.3000,116.0000,-4.9000,3.8000,109.9000,-1.1000,0.0000,-0.4000,0.0000,2.1000,18.0500,5.1000,0.2000
20151130,184.0000,49.6000,0.1000,-41072.0000,243.7190,28.5700,-183200.0000,-0.1400,50504.0000,1.9000,47.4000,237.7920,0.2000,0.1000,76.2522,-5.4000,4.8000,0.6000,0.3000,-9.6000,122.0000,187550.0000,17357.0000,-0.6000,-136549.0000,7.0000,0.8000,34.5000,121.5000,228622.0000,-0.5000,-0.1000,5415.0000,176.0879,62.5000,0.8000,7.0000,62.0000,96.1000,321.0000,29641.0000,58.1000,314.0000,-4.3000,3.8000,109.6000,-1.4000,0.0000,0.0000,-0.3000,1.6000,18.1800,5.0000,0.2000
20151231,207.0000,48.7000,-0.1000,-41600.0000,244.2210,15.6100,73070.0000,-0.4400,30953.0000,2.0000,42.5000,238.1530,0.5000,0.2000,75.7186,-21.6000,-0.9000,-1.2000,0.2000,-7.3000,121.1000,185587.0000,-55153.0000,0.2000,-64549.0000,12.0000,0.4000,34.5000,120.8000,227186.0000,-2.1000,-0.6000,5484.0000,176.5506,62.5000,-0.4000,-7.0000,60.0000,94.8000,272.0000,-14474.0000,55.8000,260.0000,-11.3000,3.0000,109.7000,-1.3000,4.0000,0.2000,0.5000,1.6000,18.2500,5.0000,-0.2000
20160201,238.0000,47.9000,-0.2000,-41122.0000,244.5810,14.0200,-7895.0000,-0.2300,23622.0000,2.1000,55.0000,237.8460,0.7000,-0.1000,75.3680,-34.6000,-3.9000,-0.5000,0.0000,-16.8000,119.8000,183576.0000,38372.0000,-0.9000,-14444.0000,22.0000,0.6000,34.5000,119.3000,224698.0000,-2.3000,-0.4000,5221.0000,177.0181,62.6000,-0.3000,13.0000,61.0000,95.2000,239.0000,34642.0000,55.2000,217.0000,-5.3000,4.7000,109.6000,-1.1000,3.0000,0.5000,0.5000,2.8000,17.5200,5.0000,-0.3000
20160229,184.0000,48.6000,0.1000,-41487.0000,245.2320,21.3800,-102671.0000,0.1200,75114.0000,2.2000,49.3000,238.1060,1.4000,0.1000,75.7203,-31.8000,3.7000,1.5000,0.5000,-14.5000,118.7000,183074.0000,-35905.0000,-0.7000,55163.0000,16.0000,0.4000,34.6000,117.8000,224561.0000,-1.4000,0.5000,5374.0000,177.4463,62.7000,0.4000,28.0000,58.0000,93.9000,126.0000,-29201.0000,54.0000,110.0000,-3.8000,1.2000,110.0000,0.0000,-4.0000,-0.4000,-0.9000,2.8000,17.8900,4.9000,-0.2000
20160331,255.0000,49.7000,-0.1000,-43378.0000,245.8450,14.9000,112876.0000,-0.1700,61599.0000,2.3000,53.1000,237.8080,1.0000,-0.1000,75.6089,-13.6000,-3.3000,-1.5000,0.0000,-1.5000,118.2000,178807.0000,-50409.0000,-0.6000,-192610.0000,16.0000,0.4000,34.4000,117.2000,222185.0000,-1.4000,-0.1000,5713.0000,177.9153,62.9000,0.8000,-12.0000,58.0000,92.9000,237.0000,-12374.0000,54.3000,221.0000,10.6000,0.6000,109.8000,0.0000,17.0000,0.2000,0.4000,3.6000,17.6900,4.9000,-0.2000
20160502,232.0000,51.7000,-0.1000,-45610.0000,246.0620,14.1400,32750.0000,-0.6000,48207.0000,2.2000,50.7000,238.0780,0.9000,0.1000,74.8854,-13.9000,2.0000,0.3000,0.2000,8.4000,118.1000,180741.0000,9905.0000,-0.8000,-108043.0000,36.0000,0.5000,34.4000,117.7000,226351.0000,-2.0000,-0.9000,5566.0000,178.3024,63.0000,0.2000,-20.0000,58.0000,92.6000,225.0000,72032.0000,54.9000,189.0000,-1.2000,1.6000,109.6000,-0.1000,10.0000,0.4000,-0.2000,1.7000,16.6700,5.0000,-0.6000
20160531,109.0000,50.7000,0.3000,-37259.0000,246.5170,28.3800,-96654.0000,-0.0600,64141.0000,2.1000,50.3000,238.9080,1.1000,0.3000,75.1797,-20.8000,3.2000,0.3000,0.3000,-9.0000,118.7000,178543.0000,23628.0000,1.0000,106455.0000,-5.0000,0.8000,34.4000,118.5000,215802.0000,-1.4000,0.4000,5852.0000,178.3024,62.8000,0.0000,1.0000,58.0000,93.6000,153.0000,77317.0000,55.7000,158.0000,-1.5000,3.1000,109.9000,0.0000,0.0000,0.9000,1.2000,3.0000,17.4000,5.0000,0.2000
20160630,58.0000,51.0000,0.1000,-38544.0000,247.0260,13.4000,91877.0000,-0.5400,30157.0000,2.2000,55.5000,239.3620,1.0000,0.2000,75.0679,-18.3000,-2.9000,-0.5000,0.2000,3.7000,120.0000,181570.0000,-74582.0000,0.3000,-52507.0000,26.0000,0.3000,34.4000,119.9000,220115.0000,-1.3000,-0.1000,5643.0000,179.0075,62.6000,-0.2000,-21.0000,60.0000,93.8000,43.0000,-61422.0000,53.6000,17.0000,4.1000,-0.4000,110.1000,-0.1000,-10.0000,0.3000,0.2000,2.2000,17.1700,4.7000,0.7000
20160801,258.0000,52.8000,0.2000,-42189.0000,247.3890,17.9100,-11923.0000,0.0600,38536.0000,2.2000,54.6000,239.8420,1.0000,0.2000,75.4386,-1.3000,-4.3000,-0.3000,0.1000,-0.5000,120.9000,181297.0000,-18295.0000,0.2000,6252.0000,28.0000,0.2000,34.4000,120.7000,223485.0000,-0.6000,0.5000,5582.0000,177.7368,62.7000,0.3000,12.0000,58.0000,94.5000,297.0000,47737.0000,56.1000,269.0000,-0.9000,0.1000,110.6000,0.3000,10.0000,0.8000,0.7000,2.8000,16.8000,4.9000,0.2000
20160831,229.0000,52.3000,0.2000,-45073.0000,247.7050,14.5300,-202949.0000,0.1500,45346.0000,2.2000,51.6000,239.8980,0.8000,0.0000,75.6363,-6.2000,3.6000,1.1000,0.3000,-3.2000,121.1000,182723.0000,-32921.0000,0.4000,-112819.0000,42.0000,0.3000,34.4000,120.8000,227796.0000,-0.9000,0.3000,5535.0000,178.2633,62.8000,-0.2000,12.0000,59.0000,94.6000,291.0000,-8441.0000,54.9000,249.0000,4.3000,1.1000,110.5000,-0.2000,-11.0000,-0.4000,0.1000,2.4000,17.8800,4.9000,0.3000
20160930,141.0000,49.4000,0.0000,-39691.0000,248.3510,17.7800,151497.0000,-0.4100,32188.0000,2.3000,54.0000,240.3890,1.1000,0.2000,75.5445,-3.7000,0.2000,0.0000,0.1000,-1.2000,120.1000,186444.0000,-13100.0000,-0.1000,-107112.0000,33.0000,0.5000,34.3000,120.5000,226134.0000,-1.1000,-0.1000,5973.0000,178.6220,62.8000,-0.5000,-17.0000,65.0000,94.4000,176.0000,94803.0000,51.7000,143.0000,11.6000,0.1000,110.3000,0.0000,-8.0000,0.0000,0.0000,2.2000,17.0000,4.9000,-0.1000
20161031,217.0000,51.7000,0.2000,-40513.0000,248.6460,26.7500,28991.0000,-0.1100,44324.0000,2.2000,51.8000,241.0060,1.5000,0.3000,75.3364,-1.5000,0.3000,0.1000,0.3000,-5.5000,120.5000,188326.0000,-24784.0000,0.3000,33445.0000,26.0000,0.7000,34.4000,120.6000,228839.0000,-1.1000,-0.3000,5491.0000,178.8711,62.9000,-0.2000,-12.0000,63.0000,94.1000,249.0000,41528.0000,56.6000,223.0000,11.1000,1.9000,110.6000,0.7000,-4.0000,0.7000,1.0000,3.3000,17.7600,4.9000,-0.1000
20161130,62.0000,52.0000,0.0000,-36026.0000,249.0110,21.8000,-161326.0000,0.0100,30740.0000,2.1000,57.2000,241.6940,1.6000,0.3000,75.4394,10.2000,5.0000,0.9000,0.4000,2.2000,120.7000,190210.0000,-76586.0000,0.6000,-44192.0000,-8.0000,0.6000,34.4000,121.2000,226236.0000,-0.7000,0.3000,5666.0000,179.3182,62.8000,-0.1000,-5.0000,63.0000,94.9000,124.0000,-31138.0000,54.6000,132.0000,8.7000,1.8000,110.9000,0.8000,4.0000,0.6000,0.7000,4.2000,18.0200,4.8000,0.1000
20170102,226.0000,53.5000,-0.1000,-42577.0000,249.4640,16.1700,15250.0000,-0.1800,26936.0000,2.1000,53.9000,242.1990,1.7000,0.2000,74.8905,17.7000,-4.7000,1.1000,-0.1000,7.6000,120.8000,186398.0000,-63537.0000,0.8000,-136651.0000,-14.0000,0.3000,34.3000,121.1000,228975.0000,-0.3000,-0.3000,5587.0000,179.8313,62.6000,0.2000,0.0000,69.0000,98.4000,164.0000,3335.0000,56.2000,178.0000,19.7000,-0.1000,111.0000,1.3000,8.0000,0.3000,0.2000,3.9000,17.8700,4.6000,-0.1000
20170131,201.0000,54.5000,0.8000,-45484.0000,250.0130,25.2000,14349.0000,0.4100,33627.0000,2.2000,50.3000,242.8210,2.1000,0.3000,75.6000,22.1000,-0.8000,0.9000,0.2000,6.5000,121.3000,185995.0000,-205.0000,0.6000,-27516.0000,5.0000,0.7000,34.4000,121.6000,231478.0000,0.7000,0.6000,5631.0000,180.6893,62.7000,0.5000,18.0000,67.0000,105.8000,155.0000,34436.0000,56.6000,150.0000,23.6000,-0.1000,111.2000,1.6000,12.0000,0.4000,1.0000,4.4000,18.4300,4.7000,1.0000
20170228,261.0000,56.0000,0.4000,-44259.0000,250.7830,14.7600,-65342.0000,-0.0200,45934.0000,2.3000,57.4000,244.1580,2.5000,0.6000,75.5000,24.5000,1.8000,-0.2000,0.2000,18.7000,121.5000,191014.0000,-21872.0000,2.4000,-51257.0000,17.0000,0.4000,34.4000,122.3000,235273.0000,0.2000,-0.1000,5539.0000,181.4725,62.9000,0.6000,11.0000,65.0000,105.9000,238.0000,-12930.0000,56.5000,221.0000,43.3000,0.4000,111.9000,1.6000,17.0000,1.2000,0.6000,6.0000,17.6100,4.8000,1.0000
20170331,249.0000,57.7000,0.3000,-48173.0000,251.3000,10.9000,121171.0000,0.2700,36957.0000,2.2000,57.7000,244.4560,2.7000,0.1000,75.7000,16.9000,2.3000,0.7000,0.3000,16.4000,122.0000,192512.0000,-7174.0000,0.5000,-192044.0000,-2.0000,0.2000,34.3000,122.8000,240685.0000,0.3000,0.1000,5625.0000,181.8096,63.0000,1.0000,26.0000,71.0000,105.3000,219.0000,6324.0000,57.6000,221.0000,32.8000,2.6000,112.2000,2.2000,22.0000,0.0000,-0.3000,5.1000,17.5800,4.7000,-0.2000
20170501,255.0000,57.2000,0.3000,-43557.0000,250.9930,15.2000,19332.0000,0.0800,43310.0000,2.0000,58.3000,243.7520,2.4000,-0.3000,76.1000,16.8000,0.7000,-0.2000,0.2000,5.2000,122.3000,192872.0000,-13475.0000,0.4000,-176232.0000,9.0000,0.8000,34.3000,122.6000,236429.0000,1.5000,0.5000,5743.0000,182.2911,63.0000,0.8000,11.0000,68.0000,104.7000,98.0000,53386.0000,55.2000,89.0000,22.0000,0.8000,112.1000,2.3000,20.0000,0.0000,-0.2000,5.2000,16.6200,4.5000,0.4000
